SD7003 AIRFOIL
      1292.0      1292.0
 
 0.863834558E-04  0.430919472E-04  0.000000000E+00
 0.114667488E-03  0.543499422E-03  0.000000000E+00
 0.188732244E-03  0.104381142E-02  0.000000000E+00
 0.292398440E-03  0.154060263E-02  0.000000000E+00
 0.413245302E-03  0.203124621E-02  0.000000000E+00
 0.550570320E-03  0.251560467E-02  0.000000000E+00
 0.705945443E-03  0.299402388E-02  0.000000000E+00
 0.879973684E-03  0.346669141E-02  0.000000000E+00
 0.107088220E-02  0.393340681E-02  0.000000000E+00
 0.127654569E-02  0.439391138E-02  0.000000000E+00
 0.149545201E-02  0.484796395E-02  0.000000000E+00
 0.172728213E-02  0.529535754E-02  0.000000000E+00
 0.197185155E-02  0.573588974E-02  0.000000000E+00
 0.222880058E-02  0.616939924E-02  0.000000000E+00
 0.249749694E-02  0.659578866E-02  0.000000000E+00
 0.277728526E-02  0.701496845E-02  0.000000000E+00
 0.306752670E-02  0.742693157E-02  0.000000000E+00
 0.336760316E-02  0.783177435E-02  0.000000000E+00
 0.367689745E-02  0.822960258E-02  0.000000000E+00
 0.399478362E-02  0.862059032E-02  0.000000000E+00
 0.432062681E-02  0.900498069E-02  0.000000000E+00
 0.465379392E-02  0.938302268E-02  0.000000000E+00
 0.499368678E-02  0.975501163E-02  0.000000000E+00
 0.533973572E-02  0.101212807E-01  0.000000000E+00
 0.569137204E-02  0.104821698E-01  0.000000000E+00
 0.604802905E-02  0.108380888E-01  0.000000000E+00
 0.640914135E-02  0.111894930E-01  0.000000000E+00
 0.677416510E-02  0.115368214E-01  0.000000000E+00
 0.714274802E-02  0.118803605E-01  0.000000000E+00
 0.751463825E-02  0.122203173E-01  0.000000000E+00
 0.788960420E-02  0.125568778E-01  0.000000000E+00
 0.826754613E-02  0.128900908E-01  0.000000000E+00
 0.864841920E-02  0.132199481E-01  0.000000000E+00
 0.903217357E-02  0.135464480E-01  0.000000000E+00
 0.941873215E-02  0.138696239E-01  0.000000000E+00
 0.980800887E-02  0.141895210E-01  0.000000000E+00
 0.101999204E-01  0.145061827E-01  0.000000000E+00
 0.105943942E-01  0.148196459E-01  0.000000000E+00
 0.109913609E-01  0.151299458E-01  0.000000000E+00
 0.113907509E-01  0.154371190E-01  0.000000000E+00
 0.117924959E-01  0.157412060E-01  0.000000000E+00
 0.121966996E-01  0.160423757E-01  0.000000000E+00
 0.126041537E-01  0.163412891E-01  0.000000000E+00
 0.130158155E-01  0.166386869E-01  0.000000000E+00
 0.134326298E-01  0.169352588E-01  0.000000000E+00
 0.138555276E-01  0.172316456E-01  0.000000000E+00
 0.142854254E-01  0.175284416E-01  0.000000000E+00
 0.147232216E-01  0.178261953E-01  0.000000000E+00
 0.151697958E-01  0.181254113E-01  0.000000000E+00
 0.156260087E-01  0.184265521E-01  0.000000000E+00
 0.160926978E-01  0.187300387E-01  0.000000000E+00
 0.165706787E-01  0.190362526E-01  0.000000000E+00
 0.170607431E-01  0.193455374E-01  0.000000000E+00
 0.175636597E-01  0.196581932E-01  0.000000000E+00
 0.180801866E-01  0.199744609E-01  0.000000000E+00
 0.186110578E-01  0.202945388E-01  0.000000000E+00
 0.191569795E-01  0.206185898E-01  0.000000000E+00
 0.197186290E-01  0.209467429E-01  0.000000000E+00
 0.202966530E-01  0.212790931E-01  0.000000000E+00
 0.208916675E-01  0.216157052E-01  0.000000000E+00
 0.215042561E-01  0.219566140E-01  0.000000000E+00
 0.221349684E-01  0.223018263E-01  0.000000000E+00
 0.227843197E-01  0.226513243E-01  0.000000000E+00
 0.234527699E-01  0.230050562E-01  0.000000000E+00
 0.241406691E-01  0.233629125E-01  0.000000000E+00
 0.248482351E-01  0.237247208E-01  0.000000000E+00
 0.255755514E-01  0.240902521E-01  0.000000000E+00
 0.263225652E-01  0.244592279E-01  0.000000000E+00
 0.270890825E-01  0.248313232E-01  0.000000000E+00
 0.278747715E-01  0.252061715E-01  0.000000000E+00
 0.286791558E-01  0.255833703E-01  0.000000000E+00
 0.295016109E-01  0.259624972E-01  0.000000000E+00
 0.303413617E-01  0.263431164E-01  0.000000000E+00
 0.311974919E-01  0.267247536E-01  0.000000000E+00
 0.320689677E-01  0.271068549E-01  0.000000000E+00
 0.329546135E-01  0.274888286E-01  0.000000000E+00
 0.338531324E-01  0.278700053E-01  0.000000000E+00
 0.347630941E-01  0.282496615E-01  0.000000000E+00
 0.356829161E-01  0.286270646E-01  0.000000000E+00
 0.366108612E-01  0.290014834E-01  0.000000000E+00
